order_id,line_id,order_date,order_month,customer_id,city,region,sales_channel,payment_method,age_band,loyalty_tier,product_id,category,sub_category,product_name,brand,quantity,unit_price,discount_pct,line_revenue,line_cost,line_margin,returned_flag,return_reason,refund_amount,net_revenue,customer_rating
O00961,L001418,2026-02-05,2026-02,C0201,Delhi NCR,North,App,Net Banking,25-34,Basic,P011,Home,Storage,Foldable Storage Box,NestEasy,1,771.47,1,763.76,250.0,513.76,0,Not Returned,0.0,763.76,3.9
O00962,L001419,2026-03-19,2026-03,C0066,Bengaluru,South,Website,Credit Card,35-44,Silver,P021,Wellness,Personal Care,Sleep Mask,CalmCare,2,712.98,7,1326.14,440.0,886.14,0,Not Returned,0.0,1326.14,5.0
O00963,L001420,2026-05-17,2026-05,C0207,Chennai,South,Website,UPI,25-34,Basic,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,2879.04,21,2274.44,1710.0,564.44,0,Not Returned,0.0,2274.44,5.0
O00964,L001421,2026-02-13,2026-02,C0065,Mumbai,West,Marketplace,Cash on Delivery,45-54,Basic,P019,Office,Stationery,Planner Notebook,PaperTrail,2,508.98,14,875.45,280.0,595.45,0,Not Returned,0.0,875.45,3.9
O00965,L001422,2026-03-15,2026-03,C0001,Delhi NCR,North,Marketplace,Net Banking,35-44,Basic,P008,Fitness,Apparel,Compression T-Shirt,MoveWear,4,1199.0,5,4556.2,2080.0,2476.2,0,Not Returned,0.0,4556.2,3.4
O00966,L001423,2026-04-29,2026-04,C0175,Bengaluru,South,App,Credit Card,35-44,Basic,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,1,1599.0,14,1375.14,760.0,615.14,0,Not Returned,0.0,1375.14,3.6
O00967,L001424,2026-02-14,2026-02,C0099,Chennai,South,Website,UPI,18-24,Gold,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,881.02,0,881.02,320.0,561.02,0,Not Returned,0.0,881.02,4.1
O00968,L001425,2026-03-13,2026-03,C0105,Hyderabad,South,Website,Cash on Delivery,35-44,Silver,P032,Home,Bedding,Cooling Pillow,NestEasy,1,1959.02,8,1802.3,900.0,902.3,0,Not Returned,0.0,1802.3,4.4
O00969,L001426,2026-01-30,2026-01,C0158,Kochi,South,App,Debit Card,35-44,Basic,P022,Wellness,Personal Care,Neck Massager,CalmCare,2,3568.98,15,6067.27,4140.0,1927.27,0,Not Returned,0.0,6067.27,4.9
O00970,L001427,2026-05-18,2026-05,C0167,Kochi,South,Website,Credit Card,25-34,Basic,P026,Travel,Bags,Cabin Backpack,TripEase,1,2999.0,22,2339.22,1350.0,989.22,0,Not Returned,0.0,2339.22,4.1
O00971,L001428,2026-04-11,2026-04,C0355,Ahmedabad,West,Website,Net Banking,35-44,Basic,P005,Fitness,Accessories,Foam Roller,ZenMove,2,979.02,0,1958.04,820.0,1138.04,0,Not Returned,0.0,1958.04,4.4
O00971,L001429,2026-04-11,2026-04,C0355,Ahmedabad,West,Website,Net Banking,35-44,Basic,P015,Office,Furniture,Ergonomic Chair,WorkNest,1,8639.04,0,8639.04,6100.0,2539.04,0,Not Returned,0.0,8639.04,4.4
O00972,L001430,2026-05-28,2026-05,C0176,Bengaluru,South,App,Cash on Delivery,35-44,Gold,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,2,1567.02,5,2977.34,1520.0,1457.34,0,Not Returned,0.0,2977.34,5.0
O00973,L001431,2026-03-17,2026-03,C0166,Kochi,South,App,Credit Card,25-34,Silver,P002,Fitness,Equipment,Resistance Band Set,FitPulse,3,863.04,0,2589.12,960.0,1629.12,0,Not Returned,0.0,2589.12,4.8
O00974,L001432,2026-01-27,2026-01,C0049,Bengaluru,South,Website,UPI,25-34,Silver,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,1,1646.97,3,1597.56,760.0,837.56,0,Not Returned,0.0,1597.56,4.6
O00975,L001433,2026-04-03,2026-04,C0158,Kochi,South,Marketplace,UPI,35-44,Basic,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1247.04,20,997.63,610.0,387.63,0,Not Returned,0.0,997.63,3.1
O00976,L001434,2026-05-24,2026-05,C0209,Bengaluru,South,Website,UPI,18-24,Gold,P014,Home,Decor,Aroma Diffuser,LumaHome,1,1469.02,0,1469.02,620.0,849.02,0,Not Returned,0.0,1469.02,4.6
O00977,L001435,2026-01-08,2026-01,C0198,Kochi,South,App,Credit Card,25-34,Silver,P016,Office,Accessories,Laptop Stand,WorkNest,1,1247.04,10,1122.34,520.0,602.34,0,Not Returned,0.0,1122.34,3.4
O00978,L001436,2026-04-20,2026-04,C0527,Mumbai,West,Website,UPI,35-44,Basic,P026,Travel,Bags,Cabin Backpack,TripEase,1,2999.0,0,2999.0,1350.0,1649.0,0,Not Returned,0.0,2999.0,4.6
O00978,L001437,2026-04-20,2026-04,C0527,Mumbai,West,Website,UPI,35-44,Basic,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,4,1599.0,2,6268.08,2800.0,3468.08,0,Not Returned,0.0,6268.08,4.6
O00978,L001438,2026-04-20,2026-04,C0527,Mumbai,West,Website,UPI,35-44,Basic,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,3088.97,1,3058.08,1710.0,1348.08,0,Not Returned,0.0,3058.08,4.6
O00979,L001439,2026-05-04,2026-05,C0294,Mumbai,West,Marketplace,Debit Card,45-54,Basic,P014,Home,Decor,Aroma Diffuser,LumaHome,1,1528.98,8,1406.66,620.0,786.66,0,Not Returned,0.0,1406.66,4.3
O00980,L001440,2026-05-06,2026-05,C0041,Delhi NCR,North,Marketplace,Credit Card,35-44,Silver,P028,Travel,Accessories,Travel Neck Pillow,TripEase,1,916.98,20,733.58,300.0,433.58,0,Not Returned,0.0,733.58,4.7
O00982,L001441,2026-01-28,2026-01,C0112,Bengaluru,South,Website,Debit Card,55+,Basic,P032,Home,Bedding,Cooling Pillow,NestEasy,1,1999.0,8,1839.08,900.0,939.08,1,Not as expected,1839.08,0.0,3.1
O00983,L001442,2026-05-03,2026-05,C0374,Pune,West,App,UPI,45-54,Silver,P024,Wellness,Hydration,Infuser Water Bottle,PureSip,2,799.0,20,1278.4,520.0,758.4,0,Not Returned,0.0,1278.4,4.4
O00984,L001443,2026-01-29,2026-01,C0098,Mumbai,West,Website,Debit Card,18-24,Silver,P008,Fitness,Apparel,Compression T-Shirt,MoveWear,1,1222.98,0,1222.98,520.0,702.98,0,Not Returned,0.0,1222.98,4.2
O00984,L001444,2026-01-29,2026-01,C0098,Mumbai,West,Website,Debit Card,18-24,Silver,P030,Travel,Bags,Anti-Theft Sling Bag,TripEase,2,1899.0,1,3760.02,1520.0,2240.02,0,Not Returned,0.0,3760.02,4.2
O00985,L001445,2026-01-22,2026-01,C0463,Kochi,South,Website,Credit Card,25-34,Basic,P012,Home,Lighting,Smart Desk Lamp,LumaHome,2,2242.98,0,4485.96,2360.0,2125.96,0,Not Returned,0.0,4485.96,4.1
O00986,L001446,2026-01-10,2026-01,C0096,Pune,West,App,Debit Card,35-44,Basic,P003,Fitness,Equipment,Adjustable Dumbbell Pair,IronFlex,1,4078.98,12,3589.5,2250.0,1339.5,0,Not Returned,0.0,3589.5,5.0
O00987,L001447,2026-03-27,2026-03,C0164,Pune,West,Website,UPI,25-34,Silver,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1273.02,1,1260.29,610.0,650.29,0,Not Returned,0.0,1260.29,3.8
O00987,L001448,2026-03-27,2026-03,C0164,Pune,West,Website,UPI,25-34,Silver,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,881.02,1,872.21,320.0,552.21,0,Not Returned,0.0,872.21,3.8
O00987,L001449,2026-03-27,2026-03,C0164,Pune,West,Website,UPI,25-34,Silver,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,2879.04,0,2879.04,1710.0,1169.04,0,Not Returned,0.0,2879.04,3.8
O00988,L001450,2026-01-01,2026-01,C0040,Hyderabad,South,App,Debit Card,18-24,Basic,P019,Office,Stationery,Planner Notebook,PaperTrail,2,499.0,8,918.16,280.0,638.16,0,Not Returned,0.0,918.16,4.4
O00989,L001451,2026-03-18,2026-03,C0476,Hyderabad,South,Marketplace,Credit Card,35-44,Basic,P017,Office,Accessories,Wireless Keyboard,KeyCraft,1,1955.97,2,1916.85,1040.0,876.85,0,Not Returned,0.0,1916.85,4.8
O00990,L001452,2026-03-01,2026-03,C0074,Mumbai,West,Website,UPI,45-54,Basic,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1337.97,5,1271.07,610.0,661.07,0,Not Returned,0.0,1271.07,4.1
O00991,L001453,2026-03-30,2026-03,C0265,Kochi,South,Marketplace,UPI,35-44,Silver,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,925.97,5,879.67,320.0,559.67,0,Not Returned,0.0,879.67,3.6
O00992,L001454,2026-02-24,2026-02,C0001,Delhi NCR,North,Website,UPI,35-44,Basic,P028,Travel,Accessories,Travel Neck Pillow,TripEase,2,881.02,9,1603.46,600.0,1003.46,0,Not Returned,0.0,1603.46,4.7
O00992,L001455,2026-02-24,2026-02,C0001,Delhi NCR,North,Website,UPI,35-44,Basic,P006,Fitness,Wearables,Heart Rate Band,PulseTrack,1,2399.04,8,2207.12,1420.0,787.12,0,Not Returned,0.0,2207.12,4.7
O00992,L001456,2026-02-24,2026-02,C0001,Delhi NCR,North,Website,UPI,35-44,Basic,P005,Fitness,Accessories,Foam Roller,ZenMove,1,999.0,8,919.08,410.0,509.08,0,Not Returned,0.0,919.08,4.7
O00993,L001457,2026-01-04,2026-01,C0012,Delhi NCR,North,App,UPI,45-54,Basic,P021,Wellness,Personal Care,Sleep Mask,CalmCare,1,719.97,11,640.77,220.0,420.77,0,Not Returned,0.0,640.77,4.2
O00994,L001458,2026-02-05,2026-02,C0543,Mumbai,West,App,Cash on Delivery,18-24,Gold,P035,Travel,Accessories,Luggage Scale,TripEase,1,822.97,0,822.97,210.0,612.97,0,Not Returned,0.0,822.97,4.2
O00995,L001459,2026-03-16,2026-03,C0398,Kochi,South,App,UPI,25-34,Basic,P019,Office,Stationery,Planner Notebook,PaperTrail,1,508.98,1,503.89,140.0,363.89,0,Not Returned,0.0,503.89,4.8
O00995,L001460,2026-03-16,2026-03,C0398,Kochi,South,App,UPI,25-34,Basic,P011,Home,Storage,Foldable Storage Box,NestEasy,1,771.47,2,756.04,250.0,506.04,0,Not Returned,0.0,756.04,4.8
O00995,L001461,2026-03-16,2026-03,C0398,Kochi,South,App,UPI,25-34,Basic,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,925.97,2,907.45,320.0,587.45,0,Not Returned,0.0,907.45,4.8
O00996,L001462,2026-01-03,2026-01,C0520,Mumbai,West,App,UPI,25-34,Gold,P011,Home,Storage,Foldable Storage Box,NestEasy,1,749.0,12,659.12,250.0,409.12,0,Not Returned,0.0,659.12,4.7
O00996,L001463,2026-01-03,2026-01,C0520,Mumbai,West,App,UPI,25-34,Gold,P007,Fitness,Apparel,Activewear Set,MoveWear,1,2111.04,8,1942.16,1020.0,922.16,0,Not Returned,0.0,1942.16,4.7
O00997,L001464,2026-05-08,2026-05,C0421,Mumbai,West,Website,Debit Card,45-54,Basic,P031,Fitness,Equipment,Kettlebell 8KG,IronFlex,1,2547.02,21,2012.15,1600.0,412.15,0,Not Returned,0.0,2012.15,4.1
O00998,L001465,2026-05-22,2026-05,C0194,Hyderabad,South,Website,Credit Card,35-44,Gold,P013,Home,Cleaning,Handheld Vacuum,HomeJoy,1,4499.0,0,4499.0,2950.0,1549.0,0,Not Returned,0.0,4499.0,4.8
O00998,L001466,2026-05-22,2026-05,C0194,Hyderabad,South,Website,Credit Card,35-44,Gold,P035,Travel,Accessories,Luggage Scale,TripEase,2,767.04,0,1534.08,420.0,1114.08,0,Not Returned,0.0,1534.08,4.8
O00999,L001467,2026-04-27,2026-04,C0162,Chennai,South,App,Cash on Delivery,25-34,Silver,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1247.04,14,1072.45,610.0,462.45,0,Not Returned,0.0,1072.45,3.8
O01000,L001468,2026-04-07,2026-04,C0426,Ahmedabad,West,App,Credit Card,25-34,Gold,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,1,1599.0,19,1295.19,700.0,595.19,0,Not Returned,0.0,1295.19,3.9
O01000,L001469,2026-04-07,2026-04,C0426,Ahmedabad,West,App,Credit Card,25-34,Gold,P016,Office,Accessories,Laptop Stand,WorkNest,1,1247.04,20,997.63,520.0,477.63,0,Not Returned,0.0,997.63,3.9
O01001,L001470,2026-01-29,2026-01,C0050,Bengaluru,South,Website,Cash on Delivery,18-24,Silver,P007,Fitness,Apparel,Activewear Set,MoveWear,1,2111.04,1,2089.93,1020.0,1069.93,1,Damaged in transit,1985.43,104.49999999999977,4.1
O01002,L001471,2026-03-11,2026-03,C0050,Bengaluru,South,App,UPI,18-24,Silver,P031,Fitness,Equipment,Kettlebell 8KG,IronFlex,2,2599.0,0,5198.0,3200.0,1998.0,0,Not Returned,0.0,5198.0,5.0
O01003,L001472,2026-03-29,2026-03,C0251,Mumbai,West,App,Debit Card,35-44,Gold,P007,Fitness,Apparel,Activewear Set,MoveWear,1,2242.98,0,2242.98,1020.0,1222.98,0,Not Returned,0.0,2242.98,4.3
O01003,L001473,2026-03-29,2026-03,C0251,Mumbai,West,App,Debit Card,35-44,Gold,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,3058.98,2,2997.8,1710.0,1287.8,0,Not Returned,0.0,2997.8,4.3
O01004,L001474,2026-01-02,2026-01,C0435,Delhi NCR,North,Website,Credit Card,18-24,Basic,P002,Fitness,Equipment,Resistance Band Set,FitPulse,2,899.0,10,1618.2,640.0,978.2,0,Not Returned,0.0,1618.2,4.1
O01004,L001475,2026-01-02,2026-01,C0435,Delhi NCR,North,Website,Credit Card,18-24,Basic,P013,Home,Cleaning,Handheld Vacuum,HomeJoy,1,4499.0,12,3959.12,2950.0,1009.12,0,Not Returned,0.0,3959.12,4.1
O01005,L001476,2026-01-23,2026-01,C0084,Hyderabad,South,App,Debit Card,25-34,Silver,P012,Home,Lighting,Smart Desk Lamp,LumaHome,1,2199.0,16,1847.16,1180.0,667.16,0,Not Returned,0.0,1847.16,5.0
O01006,L001477,2026-04-21,2026-04,C0166,Kochi,South,App,Cash on Delivery,25-34,Silver,P027,Travel,Accessories,Packing Cube Set,TripEase,1,1199.0,2,1175.02,410.0,765.02,0,Not Returned,0.0,1175.02,4.4
O01007,L001478,2026-03-05,2026-03,C0392,Kochi,South,Marketplace,Credit Card,25-34,Gold,P009,Home,Kitchen,Air Fryer 4L,HomeJoy,1,6178.97,1,6117.18,3950.0,2167.18,0,Not Returned,0.0,6117.18,4.0
O01007,L001479,2026-03-05,2026-03,C0392,Kochi,South,Marketplace,Credit Card,25-34,Gold,P022,Wellness,Personal Care,Neck Massager,CalmCare,1,3499.0,1,3464.01,2070.0,1394.01,0,Not Returned,0.0,3464.01,4.0
O01009,L001480,2026-03-20,2026-03,C0258,Bengaluru,South,Website,Net Banking,55+,Basic,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,2,1299.0,2,2546.04,1220.0,1326.04,0,Not Returned,0.0,2546.04,4.4
O01009,L001481,2026-03-20,2026-03,C0258,Bengaluru,South,Website,Net Banking,55+,Basic,P018,Office,Accessories,Vertical Mouse,KeyCraft,1,1499.0,0,1499.0,760.0,739.0,0,Not Returned,0.0,1499.0,4.4
O01010,L001482,2026-05-24,2026-05,C0518,Mumbai,West,Marketplace,UPI,25-34,Silver,P034,Wellness,Personal Care,Posture Corrector,CalmCare,1,1299.0,10,1169.1,540.0,629.1,0,Not Returned,0.0,1169.1,3.5
O01010,L001483,2026-05-24,2026-05,C0518,Mumbai,West,Marketplace,UPI,25-34,Silver,P015,Office,Furniture,Ergonomic Chair,WorkNest,1,8999.0,10,8099.1,6100.0,1999.1,0,Not Returned,0.0,8099.1,3.5
O01011,L001484,2026-01-03,2026-01,C0089,Hyderabad,South,Marketplace,Cash on Delivery,18-24,Basic,P023,Wellness,Hydration,Copper Bottle,PureSip,2,999.0,1,1978.02,720.0,1258.02,0,Not Returned,0.0,1978.02,3.8
O01011,L001485,2026-01-03,2026-01,C0089,Hyderabad,South,Marketplace,Cash on Delivery,18-24,Basic,P008,Fitness,Apparel,Compression T-Shirt,MoveWear,1,1199.0,0,1199.0,520.0,679.0,0,Not Returned,0.0,1199.0,3.8
O01012,L001486,2026-04-29,2026-04,C0046,Pune,West,Website,Debit Card,25-34,Silver,P022,Wellness,Personal Care,Neck Massager,CalmCare,1,3568.98,14,3069.32,2070.0,999.32,0,Not Returned,0.0,3069.32,4.8
O01012,L001487,2026-04-29,2026-04,C0046,Pune,West,Website,Debit Card,25-34,Silver,P024,Wellness,Hydration,Infuser Water Bottle,PureSip,1,822.97,13,715.98,260.0,455.98,0,Not Returned,0.0,715.98,4.8
O01012,L001488,2026-04-29,2026-04,C0046,Pune,West,Website,Debit Card,25-34,Silver,P006,Fitness,Wearables,Heart Rate Band,PulseTrack,1,2399.04,10,2159.14,1420.0,739.14,0,Not Returned,0.0,2159.14,4.8
O01013,L001489,2026-04-10,2026-04,C0532,Delhi NCR,North,Website,Credit Card,25-34,Gold,P013,Home,Cleaning,Handheld Vacuum,HomeJoy,1,4319.04,19,3498.42,2950.0,548.42,0,Not Returned,0.0,3498.42,4.6
O01014,L001490,2026-05-04,2026-05,C0290,Mumbai,West,Website,UPI,18-24,Gold,P032,Home,Bedding,Cooling Pillow,NestEasy,1,1919.04,0,1919.04,900.0,1019.04,0,Not Returned,0.0,1919.04,4.7
O01015,L001491,2026-01-25,2026-01,C0500,Bengaluru,South,App,Credit Card,35-44,Silver,P009,Home,Kitchen,Air Fryer 4L,HomeJoy,1,5759.04,17,4780.0,3950.0,830.0,0,Not Returned,0.0,4780.0,4.7
O01016,L001492,2026-03-24,2026-03,C0162,Chennai,South,Website,UPI,25-34,Silver,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,1,1630.98,0,1630.98,700.0,930.98,0,Not Returned,0.0,1630.98,4.6
O01017,L001493,2026-03-19,2026-03,C0088,Hyderabad,South,App,UPI,45-54,Silver,P015,Office,Furniture,Ergonomic Chair,WorkNest,1,8639.04,2,8466.26,6100.0,2366.26,0,Not Returned,0.0,8466.26,4.3
O01018,L001494,2026-02-01,2026-02,C0355,Ahmedabad,West,Website,UPI,35-44,Basic,P022,Wellness,Personal Care,Neck Massager,CalmCare,2,3603.97,1,7135.86,4140.0,2995.86,0,Not Returned,0.0,7135.86,4.1
O01019,L001495,2026-01-19,2026-01,C0403,Bengaluru,South,App,Cash on Delivery,35-44,Gold,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,1,1646.97,11,1465.8,760.0,705.8,0,Not Returned,0.0,1465.8,4.7
O01019,L001496,2026-01-19,2026-01,C0403,Bengaluru,South,App,Cash on Delivery,35-44,Gold,P017,Office,Accessories,Wireless Keyboard,KeyCraft,1,1899.0,10,1709.1,1040.0,669.1,0,Not Returned,0.0,1709.1,4.7
O01020,L001497,2026-05-03,2026-05,C0101,Hyderabad,South,App,Net Banking,35-44,Gold,P020,Office,Tech,USB-C Hub,ConnectPro,1,2499.0,5,2374.05,1330.0,1044.05,0,Not Returned,0.0,2374.05,4.0
O01020,L001498,2026-05-03,2026-05,C0101,Hyderabad,South,App,Net Banking,35-44,Gold,P018,Office,Accessories,Vertical Mouse,KeyCraft,2,1499.0,6,2818.12,1520.0,1298.12,1,Not compatible,2677.21,140.90999999999985,4.0
O01020,L001499,2026-05-03,2026-05,C0101,Hyderabad,South,App,Net Banking,35-44,Gold,P034,Wellness,Personal Care,Posture Corrector,CalmCare,1,1299.0,7,1208.07,540.0,668.07,0,Not Returned,0.0,1208.07,4.0
O01021,L001500,2026-03-21,2026-03,C0456,Bengaluru,South,Website,Credit Card,18-24,Basic,P008,Fitness,Apparel,Compression T-Shirt,MoveWear,1,1222.98,7,1137.37,520.0,617.37,0,Not Returned,0.0,1137.37,4.9
O01022,L001501,2026-01-25,2026-01,C0033,Chennai,South,App,Credit Card,45-54,Basic,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,2,1599.0,13,2782.26,1400.0,1382.26,0,Not Returned,0.0,2782.26,4.5
O01022,L001502,2026-01-25,2026-01,C0033,Chennai,South,App,Credit Card,45-54,Basic,P003,Fitness,Equipment,Adjustable Dumbbell Pair,IronFlex,1,3999.0,15,3399.15,2250.0,1149.15,0,Not Returned,0.0,3399.15,4.5
O01023,L001503,2026-02-14,2026-02,C0046,Pune,West,Marketplace,Credit Card,25-34,Silver,P005,Fitness,Accessories,Foam Roller,ZenMove,2,959.04,1,1898.9,820.0,1078.9,0,Not Returned,0.0,1898.9,3.7
O01024,L001504,2026-04-30,2026-04,C0419,Delhi NCR,North,Website,Net Banking,25-34,Basic,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1337.97,5,1271.07,610.0,661.07,1,Size mismatch,1143.96,127.1099999999999,3.4
O01026,L001505,2026-04-23,2026-04,C0151,Bengaluru,South,Website,Net Banking,18-24,Silver,P009,Home,Kitchen,Air Fryer 4L,HomeJoy,1,6118.98,12,5384.7,3950.0,1434.7,0,Not Returned,0.0,5384.7,5.0
O01027,L001506,2026-01-22,2026-01,C0120,Delhi NCR,North,App,Debit Card,45-54,Gold,P031,Fitness,Equipment,Kettlebell 8KG,IronFlex,1,2676.97,12,2355.73,1600.0,755.73,0,Not Returned,0.0,2355.73,4.1
O01027,L001507,2026-01-22,2026-01,C0120,Delhi NCR,North,App,Debit Card,45-54,Gold,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,916.98,10,825.28,320.0,505.28,0,Not Returned,0.0,825.28,4.1
O01028,L001508,2026-03-13,2026-03,C0340,Mumbai,West,Marketplace,UPI,18-24,Silver,P022,Wellness,Personal Care,Neck Massager,CalmCare,1,3499.0,12,3079.12,2070.0,1009.12,0,Not Returned,0.0,3079.12,3.4
O01028,L001509,2026-03-13,2026-03,C0340,Mumbai,West,Marketplace,UPI,18-24,Silver,P030,Travel,Bags,Anti-Theft Sling Bag,TripEase,1,1899.0,10,1709.1,760.0,949.1,0,Not Returned,0.0,1709.1,3.4
O01028,L001510,2026-03-13,2026-03,C0340,Mumbai,West,Marketplace,UPI,18-24,Silver,P023,Wellness,Hydration,Copper Bottle,PureSip,1,1018.98,8,937.46,360.0,577.46,1,Damaged in transit,843.71,93.75,3.4
O01029,L001511,2026-02-01,2026-02,C0442,Mumbai,West,App,UPI,35-44,Basic,P013,Home,Cleaning,Handheld Vacuum,HomeJoy,1,4588.98,0,4588.98,2950.0,1638.98,0,Not Returned,0.0,4588.98,4.7
O01030,L001512,2026-05-05,2026-05,C0369,Bengaluru,South,App,Debit Card,25-34,Basic,P022,Wellness,Personal Care,Neck Massager,CalmCare,1,3359.04,9,3056.73,2070.0,986.73,0,Not Returned,0.0,3056.73,4.6
O01031,L001513,2026-03-01,2026-03,C0049,Bengaluru,South,Website,Debit Card,25-34,Silver,P023,Wellness,Hydration,Copper Bottle,PureSip,2,999.0,0,1998.0,720.0,1278.0,0,Not Returned,0.0,1998.0,4.0
O01031,L001514,2026-03-01,2026-03,C0049,Bengaluru,South,Website,Debit Card,25-34,Silver,P015,Office,Furniture,Ergonomic Chair,WorkNest,2,8999.0,1,17818.02,12200.0,5618.02,0,Not Returned,0.0,17818.02,4.0
O01032,L001515,2026-05-23,2026-05,C0278,Mumbai,West,Website,UPI,18-24,Basic,P024,Wellness,Hydration,Infuser Water Bottle,PureSip,3,783.02,0,2349.06,780.0,1569.06,0,Not Returned,0.0,2349.06,4.1
O01033,L001516,2026-04-02,2026-04,C0162,Chennai,South,Website,Net Banking,25-34,Silver,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,3088.97,20,2471.18,1710.0,761.18,0,Not Returned,0.0,2471.18,4.4
O01033,L001517,2026-04-02,2026-04,C0162,Chennai,South,Website,Net Banking,25-34,Silver,P024,Wellness,Hydration,Infuser Water Bottle,PureSip,1,799.0,18,655.18,260.0,395.18,0,Not Returned,0.0,655.18,4.4
O01034,L001518,2026-03-22,2026-03,C0049,Bengaluru,South,Website,UPI,25-34,Silver,P013,Home,Cleaning,Handheld Vacuum,HomeJoy,1,4409.02,20,3527.22,2950.0,577.22,0,Not Returned,0.0,3527.22,4.4
O01035,L001519,2026-01-26,2026-01,C0134,Jaipur,North,Marketplace,UPI,25-34,Basic,P030,Travel,Bags,Anti-Theft Sling Bag,TripEase,1,1899.0,16,1595.16,760.0,835.16,0,Not Returned,0.0,1595.16,3.0
O01035,L001520,2026-01-26,2026-01,C0134,Jaipur,North,Marketplace,UPI,25-34,Basic,P014,Home,Decor,Aroma Diffuser,LumaHome,1,1469.02,17,1219.29,620.0,599.29,0,Not Returned,0.0,1219.29,3.0
O01036,L001521,2026-04-25,2026-04,C0176,Bengaluru,South,App,Credit Card,35-44,Gold,P014,Home,Decor,Aroma Diffuser,LumaHome,2,1439.04,12,2532.71,1240.0,1292.71,0,Not Returned,0.0,2532.71,5.0
O01037,L001522,2026-05-13,2026-05,C0344,Kochi,South,Website,Credit Card,25-34,Gold,P013,Home,Cleaning,Handheld Vacuum,HomeJoy,1,4499.0,1,4454.01,2950.0,1504.01,0,Not Returned,0.0,4454.01,3.5
O01038,L001523,2026-03-31,2026-03,C0355,Ahmedabad,West,Website,Net Banking,35-44,Basic,P018,Office,Accessories,Vertical Mouse,KeyCraft,2,1499.0,0,2998.0,1520.0,1478.0,0,Not Returned,0.0,2998.0,3.9
O01038,L001524,2026-03-31,2026-03,C0355,Ahmedabad,West,Website,Net Banking,35-44,Basic,P027,Travel,Accessories,Packing Cube Set,TripEase,1,1199.0,0,1199.0,410.0,789.0,0,Not Returned,0.0,1199.0,3.9
O01039,L001525,2026-01-16,2026-01,C0520,Mumbai,West,App,Debit Card,25-34,Gold,P008,Fitness,Apparel,Compression T-Shirt,MoveWear,4,1151.04,6,4327.91,2080.0,2247.91,0,Not Returned,0.0,4327.91,4.3
O01040,L001526,2026-01-21,2026-01,C0280,Chennai,South,App,Debit Card,25-34,Basic,P021,Wellness,Personal Care,Sleep Mask,CalmCare,2,671.04,5,1274.98,440.0,834.98,0,Not Returned,0.0,1274.98,4.5
O01041,L001527,2026-05-30,2026-05,C0487,Hyderabad,South,App,Credit Card,55+,Silver,P018,Office,Accessories,Vertical Mouse,KeyCraft,1,1469.02,10,1322.12,760.0,562.12,0,Not Returned,0.0,1322.12,4.8
O01041,L001528,2026-05-30,2026-05,C0487,Hyderabad,South,App,Credit Card,55+,Silver,P019,Office,Stationery,Planner Notebook,PaperTrail,1,489.02,12,430.34,140.0,290.34,0,Not Returned,0.0,430.34,4.8
O01043,L001529,2026-03-26,2026-03,C0087,Hyderabad,South,Website,Credit Card,45-54,Basic,P016,Office,Accessories,Laptop Stand,WorkNest,1,1273.02,1,1260.29,520.0,740.29,0,Not Returned,0.0,1260.29,4.3
O01043,L001530,2026-03-26,2026-03,C0087,Hyderabad,South,Website,Credit Card,45-54,Basic,P031,Fitness,Equipment,Kettlebell 8KG,IronFlex,1,2599.0,1,2573.01,1600.0,973.01,0,Not Returned,0.0,2573.01,4.3
O01043,L001531,2026-03-26,2026-03,C0087,Hyderabad,South,Website,Credit Card,45-54,Basic,P018,Office,Accessories,Vertical Mouse,KeyCraft,2,1439.04,0,2878.08,1520.0,1358.08,0,Not Returned,0.0,2878.08,4.3
O01044,L001532,2026-03-25,2026-03,C0437,Bengaluru,South,Website,Credit Card,55+,Silver,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1273.02,18,1043.88,610.0,433.88,0,Not Returned,0.0,1043.88,5.0
