line_id,order_id,product_id,quantity,unit_price,discount_pct,line_revenue,line_cost,line_margin
L000832,O00584,P031,1,2676.97,13,2328.96,1600.0,728.96
L000833,O00584,P034,1,1299.0,12,1143.12,540.0,603.12
L000834,O00584,P013,1,4409.02,12,3879.94,2950.0,929.94
L000835,O00585,P011,1,749.0,6,704.06,250.0,454.06
L000836,O00586,P031,1,2676.97,6,2516.35,1600.0,916.35
L000837,O00586,P034,1,1247.04,10,1122.34,540.0,582.34
L000838,O00586,P025,1,1799.0,8,1655.08,850.0,805.08
L000839,O00587,P004,2,1630.98,10,2935.76,1520.0,1415.76
L000840,O00588,P018,3,1543.97,8,4261.36,2280.0,1981.36
L000841,O00589,P020,1,2499.0,6,2349.06,1330.0,1019.06
L000842,O00589,P014,1,1499.0,6,1409.06,620.0,789.06
L000843,O00590,P035,1,767.04,8,705.68,210.0,495.68
L000844,O00591,P010,1,2879.04,8,2648.72,1710.0,938.72
L000845,O00592,P005,1,979.02,15,832.17,410.0,422.17
L000846,O00593,P010,1,2939.02,0,2939.02,1710.0,1229.02
L000847,O00594,P031,1,2495.04,8,2295.44,1600.0,695.44
L000848,O00595,P001,1,1247.04,0,1247.04,610.0,637.04
L000849,O00596,P007,1,2264.97,3,2197.02,1020.0,1177.02
L000850,O00596,P001,1,1299.0,6,1221.06,610.0,611.06
L000851,O00596,P014,1,1439.04,6,1352.7,620.0,732.7
L000852,O00597,P013,1,4499.0,19,3644.19,2950.0,694.19
L000853,O00597,P019,1,499.0,16,419.16,140.0,279.16
L000854,O00598,P013,1,4588.98,19,3717.07,2950.0,767.07
L000855,O00598,P023,1,979.02,19,793.01,360.0,433.01
L000856,O00598,P002,3,916.98,19,2228.26,960.0,1268.26
L000857,O00599,P009,2,5759.04,20,9214.46,7900.0,1314.46
L000858,O00600,P007,1,2199.0,0,2199.0,1020.0,1179.0
L000859,O00601,P022,1,3499.0,9,3184.09,2070.0,1114.09
L000860,O00601,P020,1,2449.02,8,2253.1,1330.0,923.1
L000861,O00602,P025,2,1834.98,5,3486.46,1700.0,1786.46
L000862,O00602,P002,2,881.02,5,1673.94,640.0,1033.94
L000863,O00603,P024,1,799.0,12,703.12,260.0,443.12
L000864,O00604,P024,1,822.97,16,691.29,260.0,431.29
L000865,O00605,P020,2,2548.98,0,5097.96,2660.0,2437.96
L000866,O00606,P026,1,2999.0,0,2999.0,1350.0,1649.0
L000867,O00606,P001,1,1247.04,0,1247.04,610.0,637.04
L000868,O00606,P020,1,2499.0,0,2499.0,1330.0,1169.0
L000869,O00607,P002,1,863.04,12,759.48,320.0,439.48
L000870,O00608,P032,1,1959.02,8,1802.3,900.0,902.3
L000871,O00609,P015,1,8999.0,14,7739.14,6100.0,1639.14
L000872,O00609,P031,1,2650.98,12,2332.86,1600.0,732.86
L000873,O00609,P002,2,863.04,10,1553.47,640.0,913.47
L000874,O00610,P013,1,4499.0,13,3914.13,2950.0,964.13
L000875,O00611,P021,2,719.97,0,1439.94,440.0,999.94
L000876,O00611,P030,2,1955.97,2,3833.7,1520.0,2313.7
L000877,O00612,P012,1,2155.02,6,2025.72,1180.0,845.72
L000878,O00612,P028,3,916.98,10,2475.85,900.0,1575.85
L000879,O00613,P020,1,2449.02,19,1983.71,1330.0,653.71
L000880,O00614,P021,2,699.0,2,1370.04,440.0,930.04
L000881,O00614,P035,2,814.98,0,1629.96,420.0,1209.96
L000882,O00615,P023,1,979.02,10,881.12,360.0,521.12
L000883,O00615,P007,4,2155.02,8,7930.47,4080.0,3850.47
L000884,O00615,P001,2,1299.0,9,2364.18,1220.0,1144.18
L000885,O00616,P013,1,4633.97,0,4633.97,2950.0,1683.97
L000886,O00616,P002,1,899.0,0,899.0,320.0,579.0
L000887,O00617,P007,1,2111.04,1,2089.93,1020.0,1069.93
L000888,O00617,P034,1,1273.02,1,1260.29,540.0,720.29
L000889,O00618,P008,3,1234.97,10,3334.42,1560.0,1774.42
L000890,O00618,P020,1,2548.98,8,2345.06,1330.0,1015.06
L000891,O00620,P001,1,1299.0,5,1234.05,610.0,624.05
L000892,O00620,P005,1,979.02,7,910.49,410.0,500.49
L000893,O00621,P013,1,4499.0,20,3599.2,2950.0,649.2
L000894,O00621,P010,1,2879.04,20,2303.23,1710.0,593.23
L000895,O00622,P016,1,1337.97,20,1070.38,520.0,550.38
L000896,O00622,P002,1,863.04,21,681.8,320.0,361.8
L000897,O00623,P010,1,2939.02,10,2645.12,1710.0,935.12
L000898,O00624,P001,2,1337.97,12,2354.83,1220.0,1134.83
L000899,O00625,P033,1,6999.0,10,6299.1,4450.0,1849.1
L000900,O00626,P007,1,2242.98,12,1973.82,1020.0,953.82
L000901,O00626,P011,1,749.0,14,644.14,250.0,394.14
L000902,O00627,P004,1,1630.98,0,1630.98,760.0,870.98
L000903,O00628,P020,3,2499.0,6,7047.18,3990.0,3057.18
L000904,O00628,P033,2,7138.98,3,13849.62,8900.0,4949.62
L000905,O00629,P022,1,3499.0,6,3289.06,2070.0,1219.06
L000906,O00630,P007,1,2264.97,10,2038.47,1020.0,1018.47
L000907,O00631,P034,1,1337.97,15,1137.27,540.0,597.27
L000908,O00632,P017,1,1899.0,26,1405.26,1040.0,365.26
L000909,O00633,P014,1,1469.02,6,1380.88,620.0,760.88
L000910,O00634,P026,1,3058.98,0,3058.98,1350.0,1708.98
L000911,O00635,P033,1,6999.0,2,6859.02,4450.0,2409.02
L000912,O00636,P019,1,508.98,5,483.53,140.0,343.53
L000913,O00636,P011,2,734.02,5,1394.64,500.0,894.64
L000914,O00636,P025,1,1799.0,5,1709.05,850.0,859.05
L000915,O00637,P010,1,2999.0,9,2729.09,1710.0,1019.09
L000916,O00637,P014,1,1543.97,10,1389.57,620.0,769.57
L000917,O00637,P009,1,6118.98,9,5568.27,3950.0,1618.27
L000918,O00637,P030,1,1899.0,6,1785.06,760.0,1025.06
L000919,O00638,P005,1,979.02,0,979.02,410.0,569.02
L000920,O00639,P032,1,1999.0,8,1839.08,900.0,939.08
L000921,O00639,P003,1,4118.97,8,3789.45,2250.0,1539.45
L000922,O00639,P010,2,3088.97,6,5807.26,3420.0,2387.26
L000923,O00639,P002,3,916.98,10,2475.85,960.0,1515.85
L000924,O00640,P002,1,881.02,0,881.02,320.0,561.02
L000925,O00641,P033,1,6999.0,2,6859.02,4450.0,2409.02
L000926,O00641,P035,1,799.0,0,799.0,210.0,589.0
L000927,O00643,P023,2,1028.97,2,2016.78,720.0,1296.78
L000928,O00643,P003,1,3999.0,1,3959.01,2250.0,1709.01
L000929,O00644,P024,1,767.04,1,759.37,260.0,499.37
L000930,O00645,P012,1,2199.0,1,2177.01,1180.0,997.01
L000931,O00645,P011,1,719.04,0,719.04,250.0,469.04
L000932,O00646,P010,1,2879.04,20,2303.23,1710.0,593.23
L000933,O00646,P003,1,3999.0,20,3199.2,2250.0,949.2
L000934,O00647,P002,1,881.02,20,704.82,320.0,384.82
L000935,O00647,P015,2,8819.02,19,14286.81,12200.0,2086.81
L000936,O00648,P034,1,1337.97,12,1177.41,540.0,637.41
L000937,O00649,P034,3,1273.02,0,3819.06,1620.0,2199.06
L000938,O00649,P013,1,4409.02,0,4409.02,2950.0,1459.02
L000939,O00650,P002,1,881.02,0,881.02,320.0,561.02
L000940,O00650,P033,1,6859.02,0,6859.02,4450.0,2409.02
L000941,O00650,P016,3,1337.97,0,4013.91,1560.0,2453.91
L000942,O00651,P025,1,1763.02,10,1586.72,850.0,736.72
L000943,O00652,P011,1,763.98,5,725.78,250.0,475.78
L000944,O00653,P004,1,1599.0,0,1599.0,760.0,839.0
L000945,O00655,P021,1,685.02,8,630.22,220.0,410.22
L000946,O00655,P019,1,508.98,8,468.26,140.0,328.26
L000947,O00656,P009,1,5999.0,0,5999.0,3950.0,2049.0
L000948,O00656,P033,1,6999.0,2,6859.02,4450.0,2409.02
L000949,O00656,P006,1,2499.0,0,2499.0,1420.0,1079.0
L000950,O00657,P015,1,8819.02,23,6790.65,6100.0,690.65
L000951,O00657,P021,2,719.97,27,1051.16,440.0,611.16
L000952,O00659,P006,1,2573.97,0,2573.97,1420.0,1153.97
L000953,O00660,P001,1,1299.0,25,974.25,610.0,364.25
L000954,O00662,P008,3,1222.98,18,3008.53,1560.0,1448.53
L000955,O00662,P011,3,771.47,19,1874.67,750.0,1124.67
L000956,O00663,P031,1,2599.0,14,2235.14,1600.0,635.14
L000957,O00664,P016,1,1273.02,6,1196.64,520.0,676.64
L000958,O00665,P010,2,3058.98,0,6117.96,3420.0,2697.96
L000959,O00666,P028,1,899.0,7,836.07,300.0,536.07
L000960,O00666,P008,2,1222.98,6,2299.2,1040.0,1259.2
L000961,O00666,P006,3,2399.04,3,6981.21,4260.0,2721.21
L000962,O00667,P033,1,6719.04,11,5979.95,4450.0,1529.95
L000963,O00668,P003,1,4118.97,2,4036.59,2250.0,1786.59
L000964,O00669,P001,1,1273.02,13,1107.53,610.0,497.53
L000965,O00670,P004,1,1535.04,8,1412.24,760.0,652.24
L000966,O00670,P006,3,2548.98,10,6882.25,4260.0,2622.25
L000967,O00670,P008,1,1151.04,10,1035.94,520.0,515.94
L000968,O00671,P005,3,999.0,0,2997.0,1230.0,1767.0
L000969,O00671,P016,1,1299.0,0,1299.0,520.0,779.0
L000970,O00672,P030,1,1955.97,15,1662.57,760.0,902.57
L000971,O00673,P010,1,2939.02,8,2703.9,1710.0,993.9
L000972,O00673,P012,4,2111.04,9,7684.19,4720.0,2964.19
L000973,O00675,P017,3,1899.0,10,5127.3,3120.0,2007.3
L000974,O00675,P035,1,799.0,10,719.1,210.0,509.1
L000975,O00676,P023,1,959.04,0,959.04,360.0,599.04
L000976,O00676,P025,3,1799.0,0,5397.0,2550.0,2847.0
L000977,O00677,P008,2,1199.0,20,1918.4,1040.0,878.4
L000978,O00678,P001,1,1273.02,0,1273.02,610.0,663.02
L000979,O00678,P004,1,1535.04,0,1535.04,760.0,775.04
L000980,O00678,P032,2,2058.97,0,4117.94,1800.0,2317.94
L000981,O00679,P011,2,763.98,0,1527.96,500.0,1027.96
L000982,O00679,P029,2,1646.97,1,3261.0,1400.0,1861.0
L000983,O00680,P002,2,899.0,0,1798.0,640.0,1158.0
L000984,O00681,P005,2,1028.97,10,1852.15,820.0,1032.15
L000985,O00682,P010,1,2999.0,0,2999.0,1710.0,1289.0
L000986,O00683,P026,1,2999.0,27,2189.27,1350.0,839.27
L000987,O00683,P001,1,1337.97,25,1003.48,610.0,393.48
L000988,O00684,P013,1,4499.0,2,4409.02,2950.0,1459.02
L000989,O00684,P034,1,1324.98,2,1298.48,540.0,758.48
L000990,O00684,P030,1,1823.04,0,1823.04,760.0,1063.04
L000991,O00685,P027,1,1175.02,6,1104.52,410.0,694.52
L000992,O00685,P031,2,2599.0,5,4938.1,3200.0,1738.1
L000993,O00686,P014,1,1543.97,16,1296.93,620.0,676.93
L000994,O00686,P012,1,2264.97,19,1834.63,1180.0,654.63
L000995,O00687,P003,1,3839.04,23,2956.06,2250.0,706.06
L000996,O00688,P026,1,2999.0,18,2459.18,1350.0,1109.18
L000997,O00688,P024,1,767.04,22,598.29,260.0,338.29
L000998,O00688,P004,1,1599.0,18,1311.18,760.0,551.18
L000999,O00689,P020,2,2499.0,12,4398.24,2660.0,1738.24
L001000,O00690,P031,1,2676.97,10,2409.27,1600.0,809.27
L001001,O00691,P018,1,1543.97,1,1528.53,760.0,768.53
L001002,O00692,P007,1,2111.04,12,1857.72,1020.0,837.72
L001003,O00693,P011,1,763.98,18,626.46,250.0,376.46
L001004,O00694,P007,1,2242.98,8,2063.54,1020.0,1043.54
L001005,O00695,P007,2,2242.98,9,4082.22,2040.0,2042.22
L001006,O00695,P031,1,2676.97,9,2436.04,1600.0,836.04
L001007,O00696,P020,1,2449.02,5,2326.57,1330.0,996.57
L001008,O00696,P019,1,489.02,5,464.57,140.0,324.57
L001009,O00696,P027,1,1222.98,5,1161.83,410.0,751.83
L001010,O00697,P034,1,1247.04,5,1184.69,540.0,644.69
L001011,O00697,P026,2,3088.97,6,5807.26,2700.0,3107.26
L001012,O00697,P009,1,5759.04,6,5413.5,3950.0,1463.5
L001013,O00698,P027,1,1175.02,6,1104.52,410.0,694.52
L001014,O00699,P002,1,925.97,10,833.37,320.0,513.37
L001015,O00700,P022,1,3499.0,12,3079.12,2070.0,1009.12
L001016,O00701,P020,1,2499.0,0,2499.0,1330.0,1169.0
L001017,O00702,P029,1,1535.04,12,1350.84,700.0,650.84
L001018,O00703,P017,1,1899.0,8,1747.08,1040.0,707.08
L001019,O00703,P016,1,1273.02,11,1132.99,520.0,612.99
L001020,O00704,P017,1,1899.0,27,1386.27,1040.0,346.27
L001021,O00704,P035,1,799.0,25,599.25,210.0,389.25
L001022,O00705,P018,1,1543.97,6,1451.33,760.0,691.33
L001023,O00706,P025,1,1834.98,27,1339.54,850.0,489.54
L001024,O00707,P013,1,4499.0,0,4499.0,2950.0,1549.0
L001025,O00707,P001,2,1299.0,0,2598.0,1220.0,1378.0
L001026,O00708,P026,1,2879.04,0,2879.04,1350.0,1529.04
L001027,O00709,P019,1,513.97,11,457.43,140.0,317.43
L001028,O00709,P005,1,979.02,11,871.33,410.0,461.33
L001029,O00709,P010,2,2999.0,8,5518.16,3420.0,2098.16
L001030,O00710,P008,1,1175.02,5,1116.27,520.0,596.27
L001031,O00711,P027,1,1199.0,0,1199.0,410.0,789.0
L001032,O00711,P001,1,1273.02,0,1273.02,610.0,663.02
L001033,O00712,P027,1,1199.0,12,1055.12,410.0,645.12
L001034,O00713,P012,1,2264.97,11,2015.82,1180.0,835.82
L001035,O00714,P031,1,2599.0,5,2469.05,1600.0,869.05
L001036,O00716,P004,1,1646.97,5,1564.62,760.0,804.62
L001037,O00716,P007,1,2199.0,3,2133.03,1020.0,1113.03
L001038,O00717,P012,4,2199.0,25,6597.0,4720.0,1877.0
L001039,O00718,P019,1,489.02,5,464.57,140.0,324.57
L001040,O00718,P027,1,1151.04,3,1116.51,410.0,706.51
L001041,O00718,P004,1,1599.0,5,1519.05,760.0,759.05
L001042,O00719,P001,2,1337.97,8,2461.86,1220.0,1241.86
L001043,O00720,P017,2,1955.97,12,3442.51,2080.0,1362.51
L001044,O00721,P018,1,1469.02,2,1439.64,760.0,679.64
L001045,O00722,P001,2,1273.02,23,1960.45,1220.0,740.45
L001046,O00723,P016,1,1337.97,20,1070.38,520.0,550.38
L001047,O00724,P006,1,2449.02,2,2400.04,1420.0,980.04
L001048,O00725,P027,2,1234.97,19,2000.65,820.0,1180.65
L001049,O00726,P007,1,2111.04,0,2111.04,1020.0,1091.04
L001050,O00726,P006,2,2449.02,2,4800.08,2840.0,1960.08
L001051,O00727,P009,1,6118.98,18,5017.56,3950.0,1067.56
L001052,O00727,P015,1,8999.0,19,7289.19,6100.0,1189.19
L001053,O00727,P001,2,1273.02,19,2062.29,1220.0,842.29
L001054,O00727,P004,2,1599.0,18,2622.36,1520.0,1102.36
L001055,O00728,P018,2,1543.97,8,2840.9,1520.0,1320.9
L001056,O00728,P014,1,1439.04,10,1295.14,620.0,675.14
L001057,O00728,P002,1,881.02,8,810.54,320.0,490.54
L001058,O00729,P016,2,1273.02,11,2265.98,1040.0,1225.98
L001059,O00729,P031,3,2495.04,12,6586.91,4800.0,1786.91
L001060,O00729,P033,1,6999.0,8,6439.08,4450.0,1989.08
L001061,O00729,P011,1,719.04,12,632.76,250.0,382.76
L001062,O00730,P013,1,4499.0,9,4094.09,2950.0,1144.09
L001063,O00731,P023,1,999.0,26,739.26,360.0,379.26
L001064,O00731,P017,1,1861.02,25,1395.76,1040.0,355.76
L001065,O00732,P026,1,2879.04,9,2619.93,1350.0,1269.93
L001066,O00732,P017,1,1823.04,6,1713.66,1040.0,673.66
L001067,O00732,P029,1,1599.0,9,1455.09,700.0,755.09
L001068,O00733,P017,3,1861.02,11,4968.92,3120.0,1848.92
L001069,O00734,P016,1,1299.0,9,1182.09,520.0,662.09
L001070,O00735,P005,1,1028.97,2,1008.39,410.0,598.39
L001071,O00736,P001,1,1324.98,10,1192.48,610.0,582.48
L001072,O00737,P021,1,719.97,2,705.57,220.0,485.57
L001073,O00737,P031,1,2676.97,0,2676.97,1600.0,1076.97
L001074,O00738,P029,2,1599.0,6,3006.12,1400.0,1606.12
L001075,O00739,P014,2,1469.02,12,2585.48,1240.0,1345.48
L001076,O00739,P013,1,4633.97,13,4031.55,2950.0,1081.55
L001077,O00740,P006,1,2399.04,10,2159.14,1420.0,739.14
L001078,O00740,P012,1,2242.98,11,1996.25,1180.0,816.25
L001079,O00740,P015,1,8999.0,12,7919.12,6100.0,1819.12
L001080,O00741,P032,1,2058.97,1,2038.38,900.0,1138.38
L001081,O00741,P023,2,1028.97,2,2016.78,720.0,1296.78
L001082,O00742,P001,1,1299.0,18,1065.18,610.0,455.18
L001083,O00742,P026,2,2999.0,16,5038.32,2700.0,2338.32
L001084,O00742,P016,2,1299.0,18,2130.36,1040.0,1090.36
L001085,O00742,P021,1,699.0,18,573.18,220.0,353.18
L001086,O00743,P011,1,719.04,1,711.85,250.0,461.85
L001087,O00744,P003,2,3999.0,8,7358.16,4500.0,2858.16
L001088,O00745,P004,2,1630.98,16,2740.05,1520.0,1220.05
L001089,O00745,P030,3,1899.0,19,4614.57,2280.0,2334.57
L001090,O00746,P014,1,1469.02,6,1380.88,620.0,760.88
L001091,O00746,P021,1,685.02,5,650.77,220.0,430.77
L001092,O00746,P006,2,2399.04,7,4462.21,2840.0,1622.21
L001093,O00747,P011,1,771.47,0,771.47,250.0,521.47
L001094,O00748,P018,2,1499.0,23,2308.46,1520.0,788.46
L001095,O00749,P031,1,2676.97,1,2650.2,1600.0,1050.2
L001096,O00749,P022,2,3499.0,0,6998.0,4140.0,2858.0
L001097,O00750,P014,1,1543.97,20,1235.18,620.0,615.18
L001098,O00750,P026,1,3058.98,20,2447.18,1350.0,1097.18
L001099,O00750,P035,1,814.98,21,643.83,210.0,433.83
L001100,O00751,P033,2,6999.0,10,12598.2,8900.0,3698.2
L001101,O00752,P007,2,2199.0,3,4266.06,2040.0,2226.06
L001102,O00752,P003,1,4118.97,5,3913.02,2250.0,1663.02
L001103,O00753,P001,2,1337.97,1,2649.18,1220.0,1429.18
L001104,O00754,P003,2,3999.0,3,7758.06,4500.0,3258.06
L001105,O00754,P026,2,2999.0,5,5698.1,2700.0,2998.1
L001106,O00755,P033,1,6999.0,9,6369.09,4450.0,1919.09
L001107,O00755,P002,1,899.0,9,818.09,320.0,498.09
L001108,O00755,P001,1,1273.02,9,1158.45,610.0,548.45
L001109,O00756,P003,1,4078.98,0,4078.98,2250.0,1828.98
L001110,O00756,P025,1,1834.98,0,1834.98,850.0,984.98
L001111,O00757,P017,1,1899.0,12,1671.12,1040.0,631.12
L001112,O00758,P005,1,1018.98,0,1018.98,410.0,608.98
L001113,O00758,P027,1,1234.97,0,1234.97,410.0,824.97
L001114,O00759,P030,1,1861.02,10,1674.92,760.0,914.92
L001115,O00760,P004,1,1535.04,12,1350.84,760.0,590.84
L001116,O00761,P027,3,1199.0,20,2877.6,1230.0,1647.6
L001117,O00762,P027,1,1151.04,22,897.81,410.0,487.81
L001118,O00762,P026,1,3088.97,18,2532.96,1350.0,1182.96
L001119,O00763,P034,1,1299.0,1,1286.01,540.0,746.01
L001120,O00764,P027,1,1151.04,6,1081.98,410.0,671.98
L001121,O00764,P033,2,6719.04,3,13034.94,8900.0,4134.94
L001122,O00764,P007,1,2111.04,5,2005.49,1020.0,985.49
L001123,O00764,P034,1,1337.97,5,1271.07,540.0,731.07
L001124,O00765,P008,1,1175.02,10,1057.52,520.0,537.52
L001125,O00765,P016,2,1299.0,9,2364.18,1040.0,1324.18
L001126,O00766,P015,1,8639.04,12,7602.36,6100.0,1502.36
L001127,O00767,P034,1,1299.0,0,1299.0,540.0,759.0
L001128,O00767,P007,3,2199.0,0,6597.0,3060.0,3537.0
L001129,O00767,P006,1,2399.04,1,2375.05,1420.0,955.05
L001130,O00768,P022,1,3499.0,10,3149.1,2070.0,1079.1
L001131,O00768,P001,2,1247.04,12,2194.79,1220.0,974.79
L001132,O00769,P019,1,508.98,8,468.26,140.0,328.26
L001133,O00770,P034,1,1247.04,10,1122.34,540.0,582.34
L001134,O00770,P028,1,916.98,8,843.62,300.0,543.62
L001135,O00772,P017,2,1861.02,10,3349.84,2080.0,1269.84
L001136,O00773,P006,2,2449.02,6,4604.16,2840.0,1764.16
L001137,O00774,P021,1,699.0,23,538.23,220.0,318.23
L001138,O00774,P001,1,1299.0,25,974.25,610.0,364.25
L001139,O00775,P006,1,2449.02,1,2424.53,1420.0,1004.53
L001140,O00776,P004,1,1599.0,23,1231.23,760.0,471.23
L001141,O00777,P032,2,2058.97,19,3335.53,1800.0,1535.53
L001142,O00778,P001,1,1299.0,26,961.26,610.0,351.26
L001143,O00778,P002,3,881.02,27,1929.43,960.0,969.43
L001144,O00778,P003,1,4078.98,27,2977.66,2250.0,727.66
L001145,O00779,P007,1,2111.04,23,1625.5,1020.0,605.5
L001146,O00779,P002,1,899.0,26,665.26,320.0,345.26
L001147,O00779,P023,1,999.0,25,749.25,360.0,389.25
L001148,O00779,P003,1,4078.98,26,3018.45,2250.0,768.45
L001149,O00780,P031,1,2650.98,0,2650.98,1600.0,1050.98
L001150,O00781,P032,1,2058.97,6,1935.43,900.0,1035.43
L001151,O00782,P003,2,3839.04,26,5681.78,4500.0,1181.78
L001152,O00782,P028,1,881.02,27,643.14,300.0,343.14
L001153,O00783,P010,1,3088.97,5,2934.52,1710.0,1224.52
L001154,O00783,P023,1,979.02,5,930.07,360.0,570.07
L001155,O00784,P022,1,3429.02,6,3223.28,2070.0,1153.28
L001156,O00785,P003,1,3999.0,3,3879.03,2250.0,1629.03
L001157,O00786,P027,1,1151.04,3,1116.51,410.0,706.51
L001158,O00787,P005,2,979.02,8,1801.4,820.0,981.4
L001159,O00788,P007,1,2242.98,25,1682.24,1020.0,662.24
L001160,O00789,P029,1,1599.0,8,1471.08,700.0,771.08
L001161,O00789,P021,1,699.0,6,657.06,220.0,437.06
L001162,O00789,P017,1,1936.98,10,1743.28,1040.0,703.28
L001163,O00790,P001,3,1324.98,12,3497.95,1830.0,1667.95
L001164,O00791,P008,1,1234.97,17,1025.03,520.0,505.03
L001165,O00792,P017,3,1936.98,2,5694.72,3120.0,2574.72
L001166,O00792,P024,2,814.98,1,1613.66,520.0,1093.66
L001167,O00792,P005,1,1028.97,0,1028.97,410.0,618.97
L001168,O00794,P002,1,899.0,0,899.0,320.0,579.0
L001169,O00795,P026,2,2939.02,13,5113.89,2700.0,2413.89
L001170,O00795,P012,2,2264.97,15,3850.45,2360.0,1490.45
L001171,O00795,P029,1,1630.98,16,1370.02,700.0,670.02
L001172,O00796,P002,1,916.98,12,806.94,320.0,486.94
L001173,O00797,P014,1,1469.02,18,1204.6,620.0,584.6
L001174,O00798,P005,1,1018.98,17,845.75,410.0,435.75
L001175,O00798,P004,1,1599.0,17,1327.17,760.0,567.17
L001176,O00798,P002,1,916.98,16,770.26,320.0,450.26
L001177,O00798,P022,1,3568.98,15,3033.63,2070.0,963.63
L001178,O00799,P004,2,1599.0,5,3038.1,1520.0,1518.1
L001179,O00799,P013,1,4319.04,7,4016.71,2950.0,1066.71
L001180,O00800,P008,1,1175.02,2,1151.52,520.0,631.52
L001181,O00800,P006,1,2499.0,0,2499.0,1420.0,1079.0
L001182,O00801,P016,2,1273.02,8,2342.36,1040.0,1302.36
L001183,O00802,P029,2,1630.98,10,2935.76,1400.0,1535.76
L001184,O00802,P012,1,2264.97,10,2038.47,1180.0,858.47
L001185,O00803,P019,2,508.98,27,743.11,280.0,463.11
L001186,O00804,P035,1,822.97,8,757.13,210.0,547.13
L001187,O00805,P020,1,2449.02,0,2449.02,1330.0,1119.02
L001188,O00805,P023,2,959.04,0,1918.08,720.0,1198.08
L001189,O00806,P032,1,2058.97,18,1688.36,900.0,788.36
L001190,O00807,P005,1,999.0,15,849.15,410.0,439.15
L001191,O00808,P003,3,3999.0,2,11757.06,6750.0,5007.06
L001192,O00809,P029,2,1630.98,8,3001.0,1400.0,1601.0
L001193,O00810,P032,1,1999.0,2,1959.02,900.0,1059.02
L001194,O00811,P021,1,699.0,12,615.12,220.0,395.12
L001195,O00812,P004,1,1535.04,0,1535.04,760.0,775.04
L001196,O00812,P035,1,814.98,0,814.98,210.0,604.98
L001197,O00813,P035,2,799.0,18,1310.36,420.0,890.36
L001198,O00814,P010,1,2879.04,6,2706.3,1710.0,996.3
L001199,O00815,P004,2,1567.02,3,3040.02,1520.0,1520.02
L001200,O00816,P012,1,2242.98,0,2242.98,1180.0,1062.98
L001201,O00816,P015,1,8819.02,0,8819.02,6100.0,2719.02
L001202,O00817,P023,1,979.02,0,979.02,360.0,619.02
L001203,O00817,P001,1,1337.97,0,1337.97,610.0,727.97
L001204,O00817,P032,1,1999.0,0,1999.0,900.0,1099.0
L001205,O00818,P002,1,899.0,5,854.05,320.0,534.05
L001206,O00819,P025,1,1834.98,9,1669.83,850.0,819.83
L001207,O00819,P007,1,2242.98,8,2063.54,1020.0,1043.54
L001208,O00819,P012,1,2111.04,6,1984.38,1180.0,804.38
L001209,O00819,P001,1,1337.97,8,1230.93,610.0,620.93
L001210,O00820,P031,1,2650.98,15,2253.33,1600.0,653.33
L001211,O00820,P012,2,2242.98,17,3723.35,2360.0,1363.35
L001212,O00820,P007,4,2199.0,15,7476.6,4080.0,3396.6
L001213,O00821,P017,1,1823.04,10,1640.74,1040.0,600.74
L001214,O00821,P035,1,783.02,10,704.72,210.0,494.72
L001215,O00821,P026,1,3058.98,10,2753.08,1350.0,1403.08
L001216,O00822,P028,1,899.0,12,791.12,300.0,491.12
L001217,O00822,P005,1,1028.97,12,905.49,410.0,495.49
L001218,O00822,P016,2,1273.02,11,2265.98,1040.0,1225.98
L001219,O00823,P005,1,1028.97,10,926.07,410.0,516.07
L001220,O00824,P017,1,1899.0,10,1709.1,1040.0,669.1
L001221,O00825,P023,1,979.02,6,920.28,360.0,560.28
L001222,O00826,P015,1,8999.0,13,7829.13,6100.0,1729.13
L001223,O00826,P009,1,6178.97,13,5375.7,3950.0,1425.7
L001224,O00827,P029,1,1630.98,12,1435.26,700.0,735.26
L001225,O00828,P003,2,3839.04,25,5758.56,4500.0,1258.56
L001226,O00830,P009,1,5879.02,0,5879.02,3950.0,1929.02
L001227,O00830,P010,2,3088.97,2,6054.38,3420.0,2634.38
L001228,O00831,P021,1,671.04,15,570.38,220.0,350.38
L001229,O00831,P016,3,1299.0,15,3312.45,1560.0,1752.45
L001230,O00832,P004,2,1646.97,1,3261.0,1520.0,1741.0
L001231,O00833,P001,1,1299.0,8,1195.08,610.0,585.08
L001232,O00834,P005,1,979.02,0,979.02,410.0,569.02
L001233,O00835,P002,1,899.0,8,827.08,320.0,507.08
L001234,O00836,P012,1,2199.0,3,2133.03,1180.0,953.03
L001235,O00836,P027,1,1234.97,5,1173.22,410.0,763.22
L001236,O00836,P001,1,1337.97,3,1297.83,610.0,687.83
L001237,O00837,P017,3,1955.97,10,5281.12,3120.0,2161.12
L001238,O00838,P019,1,499.0,13,434.13,140.0,294.13
L001239,O00838,P020,1,2499.0,12,2199.12,1330.0,869.12
L001240,O00839,P017,1,1936.98,1,1917.61,1040.0,877.61
L001241,O00840,P034,2,1324.98,0,2649.96,1080.0,1569.96
L001242,O00841,P026,1,2999.0,1,2969.01,1350.0,1619.01
L001243,O00841,P015,1,8639.04,0,8639.04,6100.0,2539.04
L001244,O00841,P004,1,1567.02,0,1567.02,760.0,807.02
L001245,O00841,P005,1,999.0,0,999.0,410.0,589.0
L001246,O00842,P001,1,1299.0,25,974.25,610.0,364.25
L001247,O00843,P001,1,1299.0,6,1221.06,610.0,611.06
