order_id,customer_id,order_date,sales_channel,city,region,payment_method,order_status,delivery_days,shipping_fee,campaign_id,promo_code,customer_rating,has_return
O00518,C0520,2026-02-17,Website,Mumbai,West,UPI,Delivered,4,0,,SAVE8,4.6,0
O00519,C0416,2026-04-25,Website,Mumbai,West,Credit Card,Delivered,3,0,CAMP006,UC006,4.3,0
O00520,C0490,2026-02-19,App,Mumbai,West,Cash on Delivery,Cancelled,,0,,,,0
O00521,C0065,2026-02-09,App,Mumbai,West,Credit Card,Delivered,4,0,,,3.0,1
O00522,C0007,2026-03-20,App,Jaipur,North,UPI,Delivered,9,49,CAMP004,UC004,3.2,0
O00523,C0033,2026-03-28,App,Chennai,South,Credit Card,Delivered,4,0,CAMP005,UC005,4.1,0
O00524,C0527,2026-01-31,App,Mumbai,West,Net Banking,Delivered,5,79,,,4.2,0
O00525,C0335,2026-03-24,Website,Ahmedabad,West,Cash on Delivery,Delivered,7,49,CAMP005,UC005,3.8,0
O00526,C0031,2026-03-08,Marketplace,Mumbai,West,UPI,Delivered,5,0,,SAVE5,4.0,0
O00527,C0257,2026-02-15,Website,Chennai,South,Credit Card,Delivered,4,0,,SAVE5,4.9,0
O00528,C0030,2026-05-01,Marketplace,Delhi NCR,North,UPI,Delivered,10,0,CAMP006,UC006,2.9,0
O00529,C0157,2026-04-28,Website,Chennai,South,Net Banking,Delivered,2,49,,,4.9,0
O00530,C0311,2026-01-26,Website,Mumbai,West,Cash on Delivery,Delivered,2,0,,,5.0,0
O00531,C0463,2026-01-18,Website,Kochi,South,Debit Card,Delivered,7,0,CAMP001,UC001,3.6,0
O00532,C0099,2026-01-04,App,Chennai,South,Debit Card,Delivered,5,79,CAMP001,UC001,3.9,0
O00533,C0490,2026-02-25,App,Mumbai,West,Debit Card,Cancelled,,0,,,,0
O00534,C0175,2026-05-13,Website,Bengaluru,South,Net Banking,Delivered,2,0,CAMP009,UC009,5.0,0
O00535,C0520,2026-01-11,Website,Mumbai,West,UPI,Delivered,4,0,CAMP001,UC001,4.4,0
O00536,C0265,2026-01-04,Marketplace,Kochi,South,Net Banking,Delivered,9,0,CAMP008,UC008,3.6,0
O00537,C0262,2026-01-14,Marketplace,Mumbai,West,Debit Card,Delivered,3,99,,,4.9,0
O00538,C0269,2026-01-27,App,Hyderabad,South,Cash on Delivery,Delivered,6,99,CAMP002,UC002,4.2,0
O00539,C0166,2026-01-01,App,Kochi,South,UPI,Delivered,5,0,CAMP001,UC001,4.1,0
O00540,C0164,2026-03-28,Website,Pune,West,Cash on Delivery,Delivered,3,0,,,4.6,0
O00541,C0251,2026-03-14,App,Mumbai,West,Credit Card,Delivered,5,79,,,4.1,0
O00542,C0312,2026-05-24,App,Bengaluru,South,UPI,Delivered,1,0,,SAVE5,4.4,0
O00543,C0218,2026-04-22,Website,Chennai,South,Debit Card,Delivered,5,99,,SAVE5,4.6,0
O00544,C0404,2026-01-27,App,Chennai,South,Credit Card,Delivered,6,49,CAMP002,UC002,3.7,0
O00545,C0488,2026-02-04,App,Mumbai,West,UPI,Delivered,5,0,,,5.0,0
O00546,C0500,2026-03-21,Website,Bengaluru,South,UPI,Delivered,2,49,CAMP005,UC005,4.9,0
O00547,C0153,2026-03-11,Website,Bengaluru,South,Cash on Delivery,Delivered,5,0,CAMP004,UC004,3.9,1
O00548,C0243,2026-02-08,Website,Chennai,South,Debit Card,Delivered,3,0,CAMP003,UC003,5.0,0
O00549,C0120,2026-01-05,Website,Delhi NCR,North,Credit Card,Delivered,5,0,,SAVE10,4.7,0
O00550,C0007,2026-04-24,App,Jaipur,North,Credit Card,Delivered,9,0,,SAVE5,2.8,1
O00551,C0490,2026-04-03,Marketplace,Mumbai,West,Cash on Delivery,Delivered,3,0,CAMP005,UC005,4.5,0
O00552,C0416,2026-05-18,Website,Mumbai,West,UPI,Delivered,4,49,,SAVE8,4.9,0
O00553,C0017,2026-03-20,App,Bengaluru,South,UPI,Delivered,3,0,CAMP004,UC004,4.9,0
O00554,C0012,2026-03-22,App,Delhi NCR,North,UPI,Delivered,4,49,CAMP005,UC005,4.4,0
O00555,C0549,2026-02-24,Website,Mumbai,West,Net Banking,Delivered,4,79,CAMP008,UC008,4.4,0
O00556,C0416,2026-05-03,Marketplace,Mumbai,West,Credit Card,Delivered,6,0,,,3.7,0
O00557,C0162,2026-03-21,Marketplace,Chennai,South,UPI,Delivered,4,79,CAMP005,UC005,4.0,0
O00558,C0199,2026-01-30,Website,Delhi NCR,North,Credit Card,Delivered,7,0,,,3.3,0
O00559,C0235,2026-03-07,Website,Pune,West,Credit Card,Delivered,4,0,,,5.0,0
O00560,C0374,2026-02-06,Website,Pune,West,Cash on Delivery,Delivered,3,49,,,4.6,0
O00561,C0012,2026-03-11,Website,Delhi NCR,North,UPI,Delivered,6,79,CAMP004,UC004,4.0,0
O00562,C0498,2026-04-19,App,Bengaluru,South,Cash on Delivery,Delivered,3,49,,,4.7,0
O00563,C0277,2026-05-17,App,Pune,West,Debit Card,Delivered,6,79,,SAVE8,4.2,0
O00564,C0337,2026-01-17,Website,Pune,West,Debit Card,Delivered,4,0,,,4.3,0
O00565,C0209,2026-02-26,Marketplace,Bengaluru,South,Cash on Delivery,Delivered,4,49,,SAVE8,4.0,0
O00566,C0268,2026-02-22,Website,Ahmedabad,West,Cash on Delivery,Delivered,5,49,,SAVE5,4.0,0
O00567,C0419,2026-05-12,Website,Delhi NCR,North,Credit Card,Delivered,6,0,CAMP007,UC007,4.2,1
O00568,C0549,2026-04-18,Website,Mumbai,West,Net Banking,Delivered,3,49,,SAVE5,4.6,0
O00569,C0090,2026-01-29,Website,Chennai,South,Credit Card,Delivered,4,99,,,3.8,1
O00570,C0158,2026-03-16,Website,Kochi,South,UPI,Delivered,6,0,CAMP004,UC004,4.5,0
O00571,C0529,2026-04-25,Website,Mumbai,West,UPI,Delivered,3,0,,,4.4,0
O00572,C0496,2026-04-15,App,Hyderabad,South,UPI,Delivered,4,49,,,5.0,0
O00573,C0374,2026-01-27,App,Pune,West,UPI,Delivered,6,0,CAMP002,UC002,3.5,0
O00574,C0317,2026-05-11,Website,Mumbai,West,Credit Card,Delivered,4,49,CAMP007,UC007,4.9,0
O00575,C0243,2026-01-11,Website,Chennai,South,Debit Card,Delivered,7,0,,SAVE8,2.7,1
O00576,C0050,2026-03-01,Website,Bengaluru,South,Debit Card,Delivered,3,49,,SAVE5,4.8,0
O00577,C0527,2026-01-28,App,Mumbai,West,UPI,Delivered,4,79,CAMP002,UC002,4.3,0
O00578,C0430,2026-01-09,App,Delhi NCR,North,Cash on Delivery,Delivered,8,0,CAMP001,UC001,3.5,0
O00579,C0087,2026-05-13,App,Hyderabad,South,Debit Card,Delivered,5,99,CAMP009,UC009,4.7,0
O00580,C0251,2026-02-07,Website,Mumbai,West,UPI,Delivered,4,99,,SAVE8,5.0,0
O00581,C0518,2026-04-29,App,Mumbai,West,UPI,Delivered,2,0,,SAVE5,4.3,0
O00582,C0370,2026-03-13,Marketplace,Pune,West,Credit Card,Delivered,5,79,,,3.9,0
O00583,C0129,2026-02-06,App,Kochi,South,Cash on Delivery,Cancelled,,0,CAMP008,UC008,,0
O00584,C0131,2026-02-11,Website,Ahmedabad,West,Net Banking,Delivered,4,79,CAMP003,UC003,4.8,0
O00585,C0255,2026-02-23,Website,Pune,West,UPI,Delivered,5,0,CAMP008,UC008,4.1,0
O00586,C0435,2026-03-14,Website,Delhi NCR,North,Credit Card,Delivered,7,0,,SAVE8,3.6,0
O00587,C0158,2026-02-17,Marketplace,Kochi,South,UPI,Delivered,7,0,,SAVE8,3.6,0
O00588,C0100,2026-01-05,App,Delhi NCR,North,Credit Card,Delivered,3,49,CAMP001,UC001,4.6,0
O00589,C0064,2026-05-10,Website,Kochi,South,Debit Card,Delivered,6,0,CAMP008,UC008,3.4,0
O00590,C0410,2026-05-07,Website,Delhi NCR,North,Net Banking,Delivered,6,0,CAMP008,UC008,3.8,0
O00591,C0065,2026-04-12,Marketplace,Mumbai,West,UPI,Delivered,5,0,,SAVE8,4.7,0
O00592,C0394,2026-01-24,App,Bengaluru,South,UPI,Delivered,4,99,CAMP002,UC002,4.7,0
O00593,C0258,2026-05-17,Website,Bengaluru,South,Credit Card,Delivered,3,0,,,5.0,0
O00594,C0496,2026-05-28,Website,Hyderabad,South,UPI,Delivered,4,99,CAMP009,UC009,4.9,0
O00595,C0097,2026-04-24,Website,Mumbai,West,UPI,Delivered,3,0,,,4.2,0
O00596,C0500,2026-04-07,Website,Bengaluru,South,Debit Card,Delivered,2,99,,SAVE5,4.9,0
O00597,C0096,2026-03-30,Website,Pune,West,UPI,Delivered,3,0,CAMP005,UC005,5.0,0
O00598,C0487,2026-03-29,Website,Hyderabad,South,Credit Card,Delivered,5,49,CAMP005,UC005,4.6,0
O00599,C0476,2026-04-06,Website,Hyderabad,South,UPI,Delivered,6,0,CAMP005,UC005,4.2,0
O00600,C0365,2026-04-15,App,Kochi,South,UPI,Delivered,7,0,,,4.3,0
O00601,C0164,2026-05-17,Marketplace,Pune,West,Credit Card,Delivered,5,0,,SAVE8,4.3,0
O00602,C0245,2026-04-21,Website,Mumbai,West,Cash on Delivery,Delivered,4,0,,SAVE5,4.8,0
O00603,C0469,2026-01-14,Website,Chennai,South,UPI,Delivered,6,49,CAMP001,UC001,4.1,0
O00604,C0298,2026-01-28,Website,Bengaluru,South,Debit Card,Delivered,3,49,CAMP002,UC002,4.4,0
O00605,C0135,2026-01-18,Website,Bengaluru,South,Net Banking,Delivered,4,79,,,4.2,0
O00606,C0541,2026-05-05,App,Delhi NCR,North,Debit Card,Delivered,5,49,,,4.1,0
O00607,C0509,2026-04-28,Marketplace,Mumbai,West,Debit Card,Delivered,6,0,CAMP006,UC006,3.8,0
O00608,C0503,2026-05-17,App,Bengaluru,South,Cash on Delivery,Delivered,4,79,CAMP008,UC008,4.5,0
O00609,C0412,2026-05-04,App,Chennai,South,UPI,Delivered,4,49,CAMP006,UC006,4.3,0
O00610,C0509,2026-02-14,Website,Mumbai,West,Credit Card,Delivered,6,0,CAMP003,UC003,4.2,0
O00611,C0307,2026-01-06,Marketplace,Bengaluru,South,Debit Card,Delivered,5,49,,,4.1,0
O00612,C0490,2026-03-11,App,Mumbai,West,Cash on Delivery,Delivered,4,49,,SAVE8,4.6,0
O00613,C0158,2026-03-29,Marketplace,Kochi,South,UPI,Delivered,5,0,CAMP005,UC005,4.0,0
O00614,C0362,2026-02-15,Website,Chennai,South,Debit Card,Delivered,4,49,,,4.6,0
O00615,C0355,2026-03-10,App,Ahmedabad,West,Debit Card,Delivered,3,0,,SAVE8,4.3,0
O00616,C0210,2026-04-09,App,Jaipur,North,UPI,Delivered,6,0,,,4.2,0
O00617,C0258,2026-01-27,App,Bengaluru,South,Credit Card,Delivered,2,0,,,5.0,0
O00618,C0287,2026-01-18,App,Chennai,South,Debit Card,Delivered,3,0,CAMP001,UC001,3.6,1
O00619,C0072,2026-04-20,Marketplace,Mumbai,West,UPI,Cancelled,,0,,SAVE5,,0
O00620,C0374,2026-04-14,Marketplace,Pune,West,Credit Card,Delivered,2,0,,SAVE5,4.5,0
O00621,C0026,2026-05-06,App,Chennai,South,Net Banking,Delivered,3,99,CAMP007,UC007,5.0,0
O00622,C0479,2026-05-10,Website,Delhi NCR,North,Debit Card,Delivered,5,0,CAMP007,UC007,3.7,0
O00623,C0458,2026-02-28,App,Bengaluru,South,Cash on Delivery,Delivered,3,49,,SAVE8,4.9,0
O00624,C0007,2026-01-06,Website,Jaipur,North,UPI,Delivered,4,0,CAMP001,UC001,3.7,1
O00625,C0537,2026-04-09,App,Kochi,South,UPI,Delivered,6,79,CAMP008,UC008,4.1,0
O00626,C0446,2026-04-26,App,Ahmedabad,West,Credit Card,Delivered,5,0,CAMP006,UC006,3.9,1
O00627,C0209,2026-01-26,Website,Bengaluru,South,Credit Card,Delivered,1,49,,,5.0,0
O00628,C0066,2026-02-01,Marketplace,Bengaluru,South,Cash on Delivery,Delivered,6,0,,SAVE5,3.9,0
O00629,C0543,2026-03-08,Website,Mumbai,West,UPI,Delivered,5,0,CAMP008,UC008,5.0,0
O00630,C0314,2026-01-05,App,Delhi NCR,North,UPI,Delivered,6,0,CAMP001,UC001,3.1,1
O00631,C0176,2026-01-24,Website,Bengaluru,South,Credit Card,Delivered,2,0,CAMP002,UC002,4.9,0
O00632,C0109,2026-03-08,App,Pune,West,UPI,Delivered,3,0,CAMP004,UC004,5.0,0
O00633,C0186,2026-03-18,App,Delhi NCR,North,Credit Card,Delivered,5,0,,SAVE5,4.8,0
O00634,C0515,2026-04-21,Website,Pune,West,UPI,Delivered,4,0,,,4.6,0
O00635,C0478,2026-04-19,Website,Ahmedabad,West,Credit Card,Delivered,6,0,,,4.0,0
O00636,C0045,2026-05-12,Marketplace,Hyderabad,South,Cash on Delivery,Delivered,4,0,,SAVE5,3.7,0
O00637,C0475,2026-05-08,Website,Ahmedabad,West,Debit Card,Delivered,2,0,,SAVE8,4.6,0
O00638,C0326,2026-02-23,Website,Mumbai,West,Cash on Delivery,Delivered,6,0,,,3.6,0
O00639,C0421,2026-01-19,App,Mumbai,West,Debit Card,Delivered,4,0,,SAVE8,3.5,1
O00640,C0242,2026-03-10,Website,Chennai,South,UPI,Delivered,6,0,,,3.9,0
O00641,C0345,2026-03-24,Website,Pune,West,UPI,Delivered,3,0,,,3.8,0
O00642,C0176,2026-04-05,Website,Bengaluru,South,UPI,Cancelled,,0,CAMP005,UC005,,0
O00643,C0066,2026-01-05,Website,Bengaluru,South,Credit Card,Delivered,3,0,,,5.0,0
O00644,C0197,2026-02-22,Website,Mumbai,West,Debit Card,Delivered,5,49,,,5.0,0
O00645,C0278,2026-01-18,Website,Mumbai,West,Cash on Delivery,Delivered,4,49,,,4.8,0
O00646,C0120,2026-03-22,Website,Delhi NCR,North,Debit Card,Delivered,5,0,CAMP005,UC005,4.3,0
O00647,C0052,2026-04-05,App,Bengaluru,South,UPI,Delivered,5,0,CAMP005,UC005,4.7,0
O00648,C0370,2026-02-15,Website,Pune,West,Credit Card,Delivered,2,0,CAMP003,UC003,4.8,0
O00649,C0159,2026-05-29,App,Ahmedabad,West,UPI,Delivered,3,49,,,3.5,1
O00650,C0007,2026-01-15,Website,Jaipur,North,Credit Card,Delivered,5,49,,,4.1,0
O00651,C0282,2026-01-26,Website,Bengaluru,South,Debit Card,Delivered,4,99,,SAVE8,4.8,0
O00652,C0543,2026-02-21,Website,Mumbai,West,Debit Card,Delivered,1,0,,SAVE5,4.8,0
O00653,C0093,2026-03-23,Website,Chennai,South,UPI,Delivered,2,99,,,5.0,0
O00654,C0520,2026-05-17,Marketplace,Mumbai,West,Credit Card,Cancelled,,0,CAMP007,UC007,,0
O00655,C0251,2026-01-19,Marketplace,Mumbai,West,UPI,Delivered,4,0,,SAVE8,4.3,0
O00656,C0166,2026-02-02,Marketplace,Kochi,South,UPI,Delivered,6,0,,,4.2,0
O00657,C0101,2026-03-16,Website,Hyderabad,South,UPI,Delivered,3,0,CAMP004,UC004,4.9,0
O00658,C0496,2026-05-11,Website,Hyderabad,South,Cash on Delivery,Cancelled,,0,CAMP007,UC007,,0
O00659,C0543,2026-05-22,Marketplace,Mumbai,West,Credit Card,Delivered,4,0,,,4.4,0
O00660,C0001,2026-03-13,App,Delhi NCR,North,Net Banking,Delivered,6,99,CAMP004,UC004,5.0,0
O00661,C0093,2026-05-15,Website,Chennai,South,Net Banking,Cancelled,,0,CAMP007,UC007,,0
O00662,C0057,2026-04-04,App,Delhi NCR,North,Debit Card,Delivered,7,0,CAMP005,UC005,4.5,0
O00663,C0087,2026-02-11,App,Hyderabad,South,Cash on Delivery,Delivered,5,0,CAMP003,UC003,4.2,0
O00664,C0073,2026-01-14,App,Ahmedabad,West,Debit Card,Delivered,6,0,,SAVE5,4.1,0
O00665,C0292,2026-03-16,App,Bengaluru,South,UPI,Delivered,2,79,,,4.3,0
O00666,C0329,2026-04-21,App,Mumbai,West,Net Banking,Delivered,3,79,,SAVE5,4.4,0
O00667,C0120,2026-01-01,Website,Delhi NCR,North,Debit Card,Delivered,6,0,CAMP001,UC001,3.8,0
O00668,C0042,2026-03-31,App,Bengaluru,South,Net Banking,Delivered,4,0,,,4.4,0
O00669,C0355,2026-01-27,App,Ahmedabad,West,Credit Card,Delivered,4,0,CAMP002,UC002,4.2,0
O00670,C0400,2026-05-12,App,Mumbai,West,UPI,Delivered,5,0,CAMP009,UC009,4.3,0
O00671,C0066,2026-04-22,App,Bengaluru,South,UPI,Delivered,2,0,,,5.0,0
O00672,C0548,2026-01-24,Website,Ahmedabad,West,Cash on Delivery,Delivered,5,149,CAMP002,UC002,4.0,0
O00673,C0520,2026-01-05,App,Mumbai,West,Credit Card,Delivered,5,0,CAMP008,UC008,3.9,0
O00674,C0101,2026-03-21,Website,Hyderabad,South,UPI,Cancelled,,0,,,,0
O00675,C0247,2026-05-29,App,Chennai,South,Credit Card,Delivered,5,49,,SAVE8,4.4,0
O00676,C0299,2026-01-20,App,Hyderabad,South,Credit Card,Delivered,3,0,,,3.6,1
O00677,C0080,2026-05-13,App,Pune,West,UPI,Delivered,3,0,CAMP007,UC007,4.2,0
O00678,C0357,2026-05-12,Website,Chennai,South,Cash on Delivery,Delivered,4,49,,,3.6,1
O00679,C0520,2026-05-27,Website,Mumbai,West,Net Banking,Delivered,6,49,,,4.2,0
O00680,C0084,2026-02-14,Website,Hyderabad,South,Debit Card,Delivered,3,79,,,4.6,0
O00681,C0265,2026-01-02,App,Kochi,South,UPI,Delivered,5,0,,SAVE8,5.0,0
O00682,C0432,2026-01-07,App,Mumbai,West,UPI,Delivered,3,0,,,4.0,0
O00683,C0294,2026-03-22,App,Mumbai,West,Credit Card,Delivered,3,0,CAMP004,UC004,4.6,0
O00684,C0479,2026-03-20,Website,Delhi NCR,North,UPI,Delivered,5,0,,,3.9,0
O00685,C0087,2026-04-04,Website,Hyderabad,South,Cash on Delivery,Delivered,6,0,,SAVE5,4.3,0
O00686,C0491,2026-03-30,Website,Pune,West,Debit Card,Delivered,2,149,CAMP005,UC005,4.1,1
O00687,C0365,2026-03-14,Website,Kochi,South,Net Banking,Delivered,8,79,CAMP004,UC004,3.5,0
O00688,C0201,2026-05-19,Website,Delhi NCR,North,UPI,Delivered,6,79,CAMP007,UC007,3.5,0
O00689,C0463,2026-01-05,Website,Kochi,South,UPI,Delivered,5,0,CAMP001,UC001,4.6,0
O00690,C0251,2026-05-23,App,Mumbai,West,Credit Card,Delivered,5,79,CAMP009,UC009,4.2,0
O00691,C0514,2026-01-30,Website,Mumbai,West,UPI,Delivered,5,0,,,4.5,0
O00692,C0026,2026-04-30,App,Chennai,South,UPI,Delivered,5,99,CAMP006,UC006,4.0,0
O00693,C0220,2026-03-23,App,Kochi,South,UPI,Delivered,5,79,CAMP005,UC005,4.2,0
O00694,C0421,2026-03-10,Marketplace,Mumbai,West,UPI,Delivered,5,0,,SAVE10,4.6,0
O00695,C0520,2026-03-21,Marketplace,Mumbai,West,UPI,Delivered,5,49,CAMP008,UC008,4.6,0
O00696,C0310,2026-03-26,Website,Kochi,South,UPI,Delivered,4,99,,SAVE5,4.4,0
O00697,C0469,2026-03-16,App,Chennai,South,Cash on Delivery,Delivered,5,0,,SAVE5,4.1,0
O00698,C0077,2026-05-22,Website,Mumbai,West,UPI,Delivered,5,0,,SAVE5,4.3,0
O00699,C0049,2026-05-28,App,Bengaluru,South,Debit Card,Delivered,2,0,CAMP009,UC009,4.7,0
O00700,C0174,2026-02-15,Website,Hyderabad,South,UPI,Delivered,1,99,CAMP003,UC003,4.9,0
O00701,C0366,2026-05-11,Marketplace,Delhi NCR,North,Net Banking,Delivered,7,49,,,3.7,0
O00702,C0337,2026-04-26,App,Pune,West,Credit Card,Delivered,5,0,CAMP006,UC006,3.9,0
O00703,C0503,2026-01-09,Marketplace,Bengaluru,South,Debit Card,Delivered,5,0,CAMP001,UC001,4.2,0
O00704,C0488,2026-03-19,Marketplace,Mumbai,West,Debit Card,Delivered,6,0,CAMP004,UC004,4.4,0
O00705,C0091,2026-01-04,Marketplace,Bengaluru,South,Credit Card,Delivered,7,0,,SAVE5,4.1,0
O00706,C0012,2026-03-12,Website,Delhi NCR,North,Debit Card,Delivered,4,0,CAMP004,UC004,4.2,0
O00707,C0166,2026-03-13,Website,Kochi,South,UPI,Delivered,6,0,,,4.2,0
O00708,C0061,2026-04-04,Website,Pune,West,UPI,Delivered,3,49,,,5.0,0
O00709,C0335,2026-05-27,Marketplace,Ahmedabad,West,Net Banking,Delivered,8,99,,SAVE10,3.3,0
O00710,C0421,2026-05-15,App,Mumbai,West,Credit Card,Delivered,5,49,,SAVE5,4.2,0
O00711,C0117,2026-04-04,App,Delhi NCR,North,Debit Card,Delivered,6,0,,,4.7,0
O00712,C0262,2026-01-09,Website,Mumbai,West,Net Banking,Delivered,6,0,CAMP001,UC001,3.8,0
O00713,C0421,2026-02-03,App,Mumbai,West,Credit Card,Delivered,6,0,,SAVE10,3.8,0
O00714,C0530,2026-05-02,Website,Delhi NCR,North,UPI,Delivered,7,79,,SAVE5,2.7,1
O00715,C0531,2026-05-20,Website,Mumbai,West,Debit Card,Cancelled,,0,,SAVE10,,0
O00716,C0530,2026-03-11,Website,Delhi NCR,North,UPI,Delivered,6,149,,SAVE5,4.1,0
O00717,C0438,2026-03-21,Website,Mumbai,West,Debit Card,Delivered,4,0,CAMP004,UC004,4.0,0
O00718,C0315,2026-05-14,App,Bengaluru,South,UPI,Delivered,2,0,,SAVE5,4.6,0
O00719,C0365,2026-02-20,Website,Kochi,South,Cash on Delivery,Delivered,5,0,,SAVE8,5.0,0
O00720,C0176,2026-02-09,Website,Bengaluru,South,UPI,Delivered,2,0,CAMP003,UC003,4.5,0
O00721,C0099,2026-05-08,App,Chennai,South,UPI,Delivered,5,0,,,4.3,0
O00722,C0301,2026-03-10,App,Kochi,South,Credit Card,Delivered,5,0,CAMP004,UC004,4.3,0
O00723,C0453,2026-05-16,App,Chennai,South,Credit Card,Delivered,3,0,CAMP007,UC007,5.0,0
O00724,C0097,2026-04-24,Marketplace,Mumbai,West,UPI,Delivered,4,79,,,4.0,0
O00725,C0042,2026-03-26,App,Bengaluru,South,UPI,Delivered,6,0,CAMP005,UC005,4.0,0
O00726,C0438,2026-02-20,Website,Mumbai,West,Net Banking,Delivered,4,0,,,4.4,0
O00727,C0490,2026-04-02,Website,Mumbai,West,Debit Card,Delivered,5,49,CAMP005,UC005,4.4,0
O00728,C0221,2026-05-31,Marketplace,Kochi,South,UPI,Delivered,8,49,CAMP009,UC009,3.6,0
O00729,C0249,2026-02-04,Website,Chennai,South,UPI,Delivered,3,0,,SAVE10,4.7,0
O00730,C0456,2026-03-16,App,Bengaluru,South,UPI,Delivered,3,79,CAMP008,UC008,5.0,0
O00731,C0458,2026-03-07,Website,Bengaluru,South,UPI,Delivered,5,79,CAMP004,UC004,4.4,0
O00732,C0369,2026-04-21,Website,Bengaluru,South,Debit Card,Delivered,4,0,CAMP008,UC008,4.8,0
O00733,C0461,2026-05-22,App,Bengaluru,South,UPI,Delivered,4,0,CAMP009,UC009,4.8,0
O00734,C0502,2026-05-29,Website,Chennai,South,Cash on Delivery,Delivered,5,99,,SAVE8,3.2,1
O00735,C0134,2026-01-14,App,Jaipur,North,Debit Card,Delivered,8,0,,,2.9,0
O00736,C0514,2026-04-25,App,Mumbai,West,UPI,Delivered,4,0,CAMP006,UC006,4.7,0
O00737,C0088,2026-03-25,Website,Hyderabad,South,Cash on Delivery,Delivered,4,0,,,4.1,0
O00738,C0065,2026-02-16,Website,Mumbai,West,Debit Card,Delivered,5,0,,SAVE5,3.8,0
O00739,C0066,2026-02-08,Website,Bengaluru,South,Credit Card,Delivered,3,0,CAMP003,UC003,4.7,0
O00740,C0101,2026-05-30,Website,Hyderabad,South,UPI,Delivered,3,79,CAMP009,UC009,5.0,0
O00741,C0285,2026-03-01,Website,Pune,West,UPI,Delivered,4,99,,,2.9,1
O00742,C0198,2026-03-24,Website,Kochi,South,UPI,Delivered,3,0,CAMP005,UC005,4.9,0
O00743,C0262,2026-05-11,App,Mumbai,West,Net Banking,Delivered,2,49,,,4.5,0
O00744,C0344,2026-05-29,App,Kochi,South,UPI,Delivered,5,0,CAMP009,UC009,4.2,0
O00745,C0056,2026-04-06,Marketplace,Delhi NCR,North,Debit Card,Delivered,8,0,CAMP005,UC005,4.2,0
O00746,C0114,2026-04-28,App,Hyderabad,South,Credit Card,Delivered,4,0,,SAVE5,4.6,0
O00747,C0550,2026-01-16,Website,Mumbai,West,Debit Card,Delivered,4,0,,,5.0,0
O00748,C0084,2026-03-16,Website,Hyderabad,South,UPI,Delivered,3,0,CAMP004,UC004,5.0,0
O00749,C0074,2026-01-10,Website,Mumbai,West,Credit Card,Delivered,4,79,,,5.0,0
O00750,C0084,2026-05-12,App,Hyderabad,South,UPI,Delivered,4,0,CAMP007,UC007,5.0,0
O00751,C0080,2026-04-26,App,Pune,West,Cash on Delivery,Delivered,3,0,CAMP006,UC006,5.0,0
O00752,C0088,2026-01-26,Website,Hyderabad,South,Credit Card,Delivered,2,79,,SAVE5,4.7,0
O00753,C0262,2026-02-04,App,Mumbai,West,UPI,Delivered,5,49,,,4.6,0
O00754,C0262,2026-01-30,Website,Mumbai,West,Net Banking,Delivered,2,0,,SAVE5,4.4,0
O00755,C0057,2026-03-02,App,Delhi NCR,North,Credit Card,Delivered,6,79,CAMP008,UC008,3.7,0
O00756,C0509,2026-04-02,Website,Mumbai,West,Credit Card,Delivered,4,0,,,4.8,0
O00757,C0312,2026-01-08,App,Bengaluru,South,Cash on Delivery,Delivered,1,79,CAMP001,UC001,5.0,0
O00758,C0530,2026-02-09,Website,Delhi NCR,North,Net Banking,Delivered,6,0,,,3.9,0
O00759,C0354,2026-05-04,App,Hyderabad,South,UPI,Delivered,3,0,,SAVE10,5.0,0
O00760,C0433,2026-04-25,Marketplace,Jaipur,North,UPI,Delivered,7,0,CAMP006,UC006,3.5,0
O00761,C0097,2026-05-01,App,Mumbai,West,Debit Card,Delivered,5,0,CAMP007,UC007,4.3,0
O00762,C0374,2026-05-20,Marketplace,Pune,West,Debit Card,Delivered,4,49,CAMP007,UC007,4.8,0
O00763,C0026,2026-04-18,App,Chennai,South,Cash on Delivery,Delivered,2,0,,,4.8,0
O00764,C0416,2026-03-20,Website,Mumbai,West,Credit Card,Delivered,5,79,,SAVE5,4.0,0
O00765,C0398,2026-01-27,App,Kochi,South,Cash on Delivery,Delivered,5,0,,SAVE8,4.1,0
O00766,C0201,2026-01-09,App,Delhi NCR,North,Credit Card,Delivered,5,49,CAMP001,UC001,4.2,0
O00767,C0491,2026-01-16,App,Pune,West,Cash on Delivery,Delivered,6,0,,,3.9,0
O00768,C0368,2026-02-08,Website,Delhi NCR,North,Credit Card,Delivered,5,0,CAMP003,UC003,3.6,0
O00769,C0543,2026-03-14,App,Mumbai,West,Cash on Delivery,Delivered,6,0,,SAVE8,4.5,0
O00770,C0203,2026-01-16,Website,Pune,West,UPI,Delivered,3,49,CAMP001,UC001,4.2,0
O00771,C0251,2026-05-09,Website,Mumbai,West,Debit Card,Cancelled,,0,,SAVE5,,0
O00772,C0042,2026-03-13,App,Bengaluru,South,Credit Card,Delivered,1,0,,SAVE10,4.8,0
O00773,C0314,2026-03-26,App,Delhi NCR,North,Cash on Delivery,Delivered,7,0,,SAVE5,3.6,0
O00774,C0534,2026-03-15,App,Kochi,South,Credit Card,Delivered,3,49,CAMP004,UC004,4.8,0
O00775,C0112,2026-04-20,App,Bengaluru,South,UPI,Delivered,2,0,,,4.8,0
O00776,C0137,2026-03-11,Website,Mumbai,West,UPI,Delivered,6,0,CAMP004,UC004,3.9,0
